"File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR",,
"ENCFF446VHZ	fastq	fastq		reads		ENCSR693KOP	total RNA-seq	/human-donors/ENCDO997SGX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2543315125	Barbara Wold"," Caltech	6c0b38aecaaf0fe3d78235d168b84bf1	SRA:SRR22521500	https://www.encodeproject.org/files/ENCFF446VHZ/@@download/ENCFF446VHZ.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/77cefe12-437d-40de-8b8f-eb3af0b50f0a/ENCFF446VHZ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/77cefe12-437d-40de-8b8f-eb3af0b50f0a/ENCFF446VHZ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF702UDE	bam	bam		alignments	GRCh38	ENCSR693KOP	total RNA-seq	/human-donors/ENCDO997SGX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF446VHZ/	2467642173	ENCODE Processing Pipeline	019b745d726cc31c4927eed1c77ada09		https://www.encodeproject.org/files/ENCFF702UDE/@@download/ENCFF702UDE.bam	V29			released	s3://encode-public/2022/03/09/4b8646ba-844b-4685-bfee-64c9843bf9b4/ENCFF702UDE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/4b8646ba-844b-4685-bfee-64c9843bf9b4/ENCFF702UDE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF712XTT	bam	bam		transcriptome alignments	GRCh38	ENCSR693KOP	total RNA-seq	/human-donors/ENCDO997SGX/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF446VHZ/	2416322040	ENCODE Processing Pipeline	d2c0112a3034d75a7f83c0e521ded84a		https://www.encodeproject.org/files/ENCFF712XTT/@@download/ENCFF712XTT.bam	V29			released	s3://encode-public/2022/03/09/cc582486-fffd-406a-bb33-e97d16e8350e/ENCFF712XTT.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/cc582486-fffd-406a-bb33-e97d16e8350e/ENCFF712XTT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF081JSL	fastq	fastq		reads		ENCSR012UFU	total RNA-seq	/human-donors/ENCDO022VWV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2344596596	Barbara Wold"," Caltech	cca6df64bdbfbc5d71c7c84f47951857	SRA:SRR22520827	https://www.encodeproject.org/files/ENCFF081JSL/@@download/ENCFF081JSL.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/05/10/b857d80e-e21c-443b-b220-5c213576a80b/ENCFF081JSL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/10/b857d80e-e21c-443b-b220-5c213576a80b/ENCFF081JSL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF818ZYE	bam	bam		alignments	GRCh38	ENCSR012UFU	total RNA-seq	/human-donors/ENCDO022VWV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF081JSL/"," /files/ENCFF598IDH/	2261997387	ENCODE Processing Pipeline	93641d778f92e77406d9e5af3200bace		https://www.encodeproject.org/files/ENCFF818ZYE/@@download/ENCFF818ZYE.bam	V29			released	s3://encode-public/2022/05/13/51f7a385-2631-456d-91b3-dd949a16baca/ENCFF818ZYE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/51f7a385-2631-456d-91b3-dd949a16baca/ENCFF818ZYE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF316YMX	bam	bam		transcriptome alignments	GRCh38	ENCSR012UFU	total RNA-seq	/human-donors/ENCDO022VWV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF081JSL/"," /files/ENCFF598IDH/	2040763452	ENCODE Processing Pipeline	2f059ad73aac51293de0af412e42eb54		https://www.encodeproject.org/files/ENCFF316YMX/@@download/ENCFF316YMX.bam	V29			released	s3://encode-public/2022/05/13/a0cc83b9-d964-4bc5-9e5c-ac266973f18a/ENCFF316YMX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/a0cc83b9-d964-4bc5-9e5c-ac266973f18a/ENCFF316YMX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF352YRE	fastq	fastq		reads		ENCSR036SUN	total RNA-seq	/human-donors/ENCDO394ZHU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2891320780	Barbara Wold"," Caltech	e582f61c1d2de3be1b9db5c93bd91b83	SRA:SRR22520918	https://www.encodeproject.org/files/ENCFF352YRE/@@download/ENCFF352YRE.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/f0b0470f-a34b-417c-99b1-caa3feb83840/ENCFF352YRE.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/f0b0470f-a34b-417c-99b1-caa3feb83840/ENCFF352YRE.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF166NMB	bam	bam		transcriptome alignments	GRCh38	ENCSR036SUN	total RNA-seq	/human-donors/ENCDO394ZHU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF352YRE/"," /files/ENCFF598IDH/	2924731366	ENCODE Processing Pipeline	d3146c3411a0d9047d2856eed4442010		https://www.encodeproject.org/files/ENCFF166NMB/@@download/ENCFF166NMB.bam	V29			released	s3://encode-public/2022/03/09/47d095e7-1899-462d-b009-f4f0116c2036/ENCFF166NMB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/47d095e7-1899-462d-b009-f4f0116c2036/ENCFF166NMB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF211KHO	bam	bam		alignments	GRCh38	ENCSR036SUN	total RNA-seq	/human-donors/ENCDO394ZHU/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF352YRE/"," /files/ENCFF598IDH/	2784968166	ENCODE Processing Pipeline	a28cae334125179a5c52e14d102ee6d7		https://www.encodeproject.org/files/ENCFF211KHO/@@download/ENCFF211KHO.bam	V29			released	s3://encode-public/2022/03/09/b960ee7b-fbd7-4b6d-b889-5ddf817fcbd9/ENCFF211KHO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/b960ee7b-fbd7-4b6d-b889-5ddf817fcbd9/ENCFF211KHO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF670KYT	fastq	fastq		reads		ENCSR061HMO	total RNA-seq	/human-donors/ENCDO250PFZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1	101		single-ended					2462024016	Barbara Wold"," Caltech	cafa96536f76e7b880a2c90771d8681a	SRA:SRR22521007	https://www.encodeproject.org/files/ENCFF670KYT/@@download/ENCFF670KYT.fastq.gz		Illumina NextSeq 2000		released	s3://encode-public/2022/03/03/0326f6bb-2e08-4933-9e1d-54c5c7755c63/ENCFF670KYT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/03/03/0326f6bb-2e08-4933-9e1d-54c5c7755c63/ENCFF670KYT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF412SMK	bam	bam		alignments	GRCh38	ENCSR061HMO	total RNA-seq	/human-donors/ENCDO250PFZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF670KYT/"," /files/ENCFF598IDH/	2552101404	ENCODE Processing Pipeline	8a17fd3d9f2ad6fb5d8ca50d03e1a710		https://www.encodeproject.org/files/ENCFF412SMK/@@download/ENCFF412SMK.bam	V29			released	s3://encode-public/2022/03/09/b1e5f4ef-7871-4117-9b49-b080d8c007f6/ENCFF412SMK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/b1e5f4ef-7871-4117-9b49-b080d8c007f6/ENCFF412SMK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF275EUK	bam	bam		transcriptome alignments	GRCh38	ENCSR061HMO	total RNA-seq	/human-donors/ENCDO250PFZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-03-28	ENCODE				1	1_1		101					/files/ENCFF670KYT/"," /files/ENCFF598IDH/	1801409789	ENCODE Processing Pipeline	f4f4a733345ce88292c92ed53a14d009		https://www.encodeproject.org/files/ENCFF275EUK/@@download/ENCFF275EUK.bam	V29			released	s3://encode-public/2022/03/09/9bb50bbd-50ac-4823-a9bb-0e218788c450/ENCFF275EUK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/03/09/9bb50bbd-50ac-4823-a9bb-0e218788c450/ENCFF275EUK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF395AIV	fastq	fastq		reads		ENCSR102NWB	total RNA-seq	/human-donors/ENCDO354SJE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2486956378	Barbara Wold"," Caltech	bdc68db965faf50f0596cd3792b0513f	SRA:SRR22521124	https://www.encodeproject.org/files/ENCFF395AIV/@@download/ENCFF395AIV.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/5d0b7ff9-9143-4b75-84d6-b1c274e17b94/ENCFF395AIV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/5d0b7ff9-9143-4b75-84d6-b1c274e17b94/ENCFF395AIV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF082CKE	bam	bam		alignments	GRCh38	ENCSR102NWB	total RNA-seq	/human-donors/ENCDO354SJE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF395AIV/	2402735760	ENCODE Processing Pipeline	a25a3eba95206b8ad5ada00b93fbbe43		https://www.encodeproject.org/files/ENCFF082CKE/@@download/ENCFF082CKE.bam	V29			released	s3://encode-public/2022/06/04/d97257f9-4c3e-47cd-8b32-18d36f92ef9a/ENCFF082CKE.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/d97257f9-4c3e-47cd-8b32-18d36f92ef9a/ENCFF082CKE.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF076AMI	bam	bam		transcriptome alignments	GRCh38	ENCSR102NWB	total RNA-seq	/human-donors/ENCDO354SJE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF395AIV/	2282689708	ENCODE Processing Pipeline	0d558f6f8631eb4fa9b41c78d98edc33		https://www.encodeproject.org/files/ENCFF076AMI/@@download/ENCFF076AMI.bam	V29			released	s3://encode-public/2022/06/04/0d7e0102-a14f-47fe-8bd9-78aa6288b527/ENCFF076AMI.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/0d7e0102-a14f-47fe-8bd9-78aa6288b527/ENCFF076AMI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF914UWW	fastq	fastq		reads		ENCSR530ESE	total RNA-seq	/human-donors/ENCDO284KGV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2503046412	Barbara Wold"," Caltech	6844726f44d99e106731795ceef21434	SRA:SRR22520897	https://www.encodeproject.org/files/ENCFF914UWW/@@download/ENCFF914UWW.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/083b9c06-c9b1-4a7f-a75c-f42a41e25022/ENCFF914UWW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/083b9c06-c9b1-4a7f-a75c-f42a41e25022/ENCFF914UWW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF825VXU	bam	bam		transcriptome alignments	GRCh38	ENCSR530ESE	total RNA-seq	/human-donors/ENCDO284KGV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF914UWW/"," /files/ENCFF598IDH/	2131049063	ENCODE Processing Pipeline	143f1dc49efc2f61cc1781757d31029e		https://www.encodeproject.org/files/ENCFF825VXU/@@download/ENCFF825VXU.bam	V29			released	s3://encode-public/2022/06/04/4104854b-b75d-4685-b02c-69250f97d5c3/ENCFF825VXU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/4104854b-b75d-4685-b02c-69250f97d5c3/ENCFF825VXU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF097KLY	bam	bam		alignments	GRCh38	ENCSR530ESE	total RNA-seq	/human-donors/ENCDO284KGV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF914UWW/"," /files/ENCFF598IDH/	2462217252	ENCODE Processing Pipeline	afa9356dc9443a02e0ae993fc31c8501		https://www.encodeproject.org/files/ENCFF097KLY/@@download/ENCFF097KLY.bam	V29			released	s3://encode-public/2022/06/04/bf242c8d-2efc-4826-923b-cb455ccf06aa/ENCFF097KLY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/bf242c8d-2efc-4826-923b-cb455ccf06aa/ENCFF097KLY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF242PAQ	fastq	fastq		reads		ENCSR753BWD	total RNA-seq	/human-donors/ENCDO368JFY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2240116926	Barbara Wold"," Caltech	9e2c09fbc6e662879f82ed5d89b45884	SRA:SRR22521597	https://www.encodeproject.org/files/ENCFF242PAQ/@@download/ENCFF242PAQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/26def885-cbf3-44d7-b746-30ea9171f4aa/ENCFF242PAQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/26def885-cbf3-44d7-b746-30ea9171f4aa/ENCFF242PAQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF114NKX	bam	bam		alignments	GRCh38	ENCSR753BWD	total RNA-seq	/human-donors/ENCDO368JFY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF242PAQ/"," /files/ENCFF598IDH/	2219755023	ENCODE Processing Pipeline	4677e3a182500cb39e77b7911120cbd6		https://www.encodeproject.org/files/ENCFF114NKX/@@download/ENCFF114NKX.bam	V29			released	s3://encode-public/2022/05/13/c03ae311-8d50-4e6c-ab5b-7af375450a6a/ENCFF114NKX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/c03ae311-8d50-4e6c-ab5b-7af375450a6a/ENCFF114NKX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF337KIK	bam	bam		transcriptome alignments	GRCh38	ENCSR753BWD	total RNA-seq	/human-donors/ENCDO368JFY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF242PAQ/"," /files/ENCFF598IDH/	1586860531	ENCODE Processing Pipeline	9e899b96981fa67ef0156d88581ff7dd		https://www.encodeproject.org/files/ENCFF337KIK/@@download/ENCFF337KIK.bam	V29			released	s3://encode-public/2022/05/13/94c0d171-8d05-4d8e-8104-9d44fa8c4d47/ENCFF337KIK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/94c0d171-8d05-4d8e-8104-9d44fa8c4d47/ENCFF337KIK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF781QJD	fastq	fastq		reads		ENCSR162SPJ	total RNA-seq	/human-donors/ENCDO628ASW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2926106569	Barbara Wold"," Caltech	cf62a71e9c1f06ef5f4872693c3aba1c	SRA:SRR22521264	https://www.encodeproject.org/files/ENCFF781QJD/@@download/ENCFF781QJD.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/11e247b8-ddb3-4ec1-bef4-763efa85778e/ENCFF781QJD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/11e247b8-ddb3-4ec1-bef4-763efa85778e/ENCFF781QJD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF135KFG	bam	bam		transcriptome alignments	GRCh38	ENCSR162SPJ	total RNA-seq	/human-donors/ENCDO628ASW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF781QJD/"," /files/ENCFF598IDH/	2099498297	ENCODE Processing Pipeline	527b1e3dec5349f681c8df801ec1f71f		https://www.encodeproject.org/files/ENCFF135KFG/@@download/ENCFF135KFG.bam	V29			released	s3://encode-public/2022/05/13/45a04175-dcc8-4f91-ad5b-1778eb2e579b/ENCFF135KFG.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/45a04175-dcc8-4f91-ad5b-1778eb2e579b/ENCFF135KFG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF757NJG	bam	bam		alignments	GRCh38	ENCSR162SPJ	total RNA-seq	/human-donors/ENCDO628ASW/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF781QJD/"," /files/ENCFF598IDH/	3027538364	ENCODE Processing Pipeline	2a67e512089aa3f66378737439031532		https://www.encodeproject.org/files/ENCFF757NJG/@@download/ENCFF757NJG.bam	V29			released	s3://encode-public/2022/05/13/a5839a7c-bc9c-44c1-811e-2c6306e3de37/ENCFF757NJG.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/a5839a7c-bc9c-44c1-811e-2c6306e3de37/ENCFF757NJG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF342JTM	fastq	fastq		reads		ENCSR521ZFP	total RNA-seq	/human-donors/ENCDO020MJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1	101		single-ended					2840061982	Barbara Wold"," Caltech	8eec63f331514b69d0c42a06ef9c74d1	SRA:SRR22520852	https://www.encodeproject.org/files/ENCFF342JTM/@@download/ENCFF342JTM.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/04/15/bc4b50bf-c860-4e60-a77e-d32685355d7e/ENCFF342JTM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/04/15/bc4b50bf-c860-4e60-a77e-d32685355d7e/ENCFF342JTM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF549LVP	bam	bam		alignments	GRCh38	ENCSR521ZFP	total RNA-seq	/human-donors/ENCDO020MJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF342JTM/	2824317557	ENCODE Processing Pipeline	d440bd3595cfdd8d26088b318c1f9eef		https://www.encodeproject.org/files/ENCFF549LVP/@@download/ENCFF549LVP.bam	V29			released	s3://encode-public/2022/05/13/4b87b72a-31e0-4375-96ed-74d64b5fc301/ENCFF549LVP.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/4b87b72a-31e0-4375-96ed-74d64b5fc301/ENCFF549LVP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF540MMU	bam	bam		transcriptome alignments	GRCh38	ENCSR521ZFP	total RNA-seq	/human-donors/ENCDO020MJV/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-03	ENCODE				1	1_1		101					/files/ENCFF598IDH/"," /files/ENCFF342JTM/	2313742472	ENCODE Processing Pipeline	2c9a116e151009948b6d97b4a3525faa		https://www.encodeproject.org/files/ENCFF540MMU/@@download/ENCFF540MMU.bam	V29			released	s3://encode-public/2022/05/13/dd038485-d97a-49e5-9487-d4cbdd5d1500/ENCFF540MMU.bam	https://datasetencode.blob.core.windows.net/dataset/2022/05/13/dd038485-d97a-49e5-9487-d4cbdd5d1500/ENCFF540MMU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
"ENCFF712YJJ	fastq	fastq		reads		ENCSR693CVD	total RNA-seq	/human-donors/ENCDO672KST/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1	101		single-ended					2624361724	Barbara Wold"," Caltech	ae8f1bcef7ca17077e3490faabdce0bb	SRA:SRR22521488	https://www.encodeproject.org/files/ENCFF712YJJ/@@download/ENCFF712YJJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2022/06/02/73dd1b51-5815-4ad4-8a6e-8c23674160d0/ENCFF712YJJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/02/73dd1b51-5815-4ad4-8a6e-8c23674160d0/ENCFF712YJJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D					",
"ENCFF973XWY	bam	bam		transcriptome alignments	GRCh38	ENCSR693CVD	total RNA-seq	/human-donors/ENCDO672KST/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens											RNA					reverse	2022-06-07	ENCODE				1	1_1		101					/files/ENCFF712YJJ/"," /files/ENCFF598IDH/	2251630631	ENCODE Processing Pipeline	e5d450299ac9dc71e47b6f4d7aea9d99		https://www.encodeproject.org/files/ENCFF973XWY/@@download/ENCFF973XWY.bam	V29			released	s3://encode-public/2022/06/04/b62c70d3-b73c-46b4-be4b-119918ced622/ENCFF973XWY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/04/b62c70d3-b73c-46b4-be4b-119918ced622/ENCFF973XWY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.2.3 GRCh38 V29	released			",
